Transaction_ID	Items
171	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
175	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
176	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
177	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
178	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
179	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
180	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=other}
181	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
182	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
183	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
184	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
185	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
186	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=pacific islander,language in home=english}
187	{income=$40,000+,sex=male,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=white,language in home=english}
188	{income=$40,000+,sex=male,marital status=married,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=white,language in home=other}
189	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=white,language in home=english}
